Class,CBO,DIT,LOC
"org.jboss.as.clustering.jgroups.subsystem.PropertyResourceDefinition",25,4,94
"org.jboss.as.clustering.jgroups.subsystem.ProtocolConfigurationBuilder",5,2,12
"org.jboss.as.clustering.jgroups.subsystem.ProtocolConfigurationBuilderFactory",6,1,12
"org.jboss.as.clustering.jgroups.subsystem.ProtocolDefaultsBuilder",7,1,61
"org.jboss.as.clustering.jgroups.subsystem.ProtocolMetricsHandler",9,2,76
"org.jboss.as.clustering.jgroups.subsystem.ProtocolMetricsHandler.AbstractAttribute",5,1,53
"org.jboss.as.clustering.jgroups.subsystem.ProtocolMetricsHandler.FieldAttribute",2,2,18
"org.jboss.as.clustering.jgroups.subsystem.ProtocolMetricsHandler.FieldType",3,n/a,55
"org.jboss.as.clustering.jgroups.subsystem.ProtocolMetricsHandler.MethodAttribute",2,2,18
"org.jboss.as.clustering.jgroups.subsystem.ProtocolResourceDefinition",37,4,95
"org.jboss.as.clustering.jgroups.subsystem.ProtocolResourceDefinition.Attribute",24,n/a,27
"org.jboss.as.clustering.jgroups.subsystem.ProtocolResourceDefinition.Capability",5,n/a,17
"org.jboss.as.clustering.jgroups.subsystem.ProtocolResourceDefinition.DeprecatedAttribute",7,n/a,13
"org.jboss.as.clustering.jgroups.subsystem.ProtocolResourceRegistrationHandler",21,1,102
"org.jboss.as.clustering.jgroups.subsystem.RelayConfigurationBuilder",12,2,48
"org.jboss.as.clustering.jgroups.subsystem.RelayConfigurationBuilderFactory",5,1,9
"org.jboss.as.clustering.jgroups.subsystem.RelayResourceDefinition",25,5,37
"org.jboss.as.clustering.jgroups.subsystem.RelayResourceDefinition.Attribute",5,n/a,16
"org.jboss.as.clustering.jgroups.subsystem.RemoteSiteConfigurationBuilder",9,1,45
"org.jboss.as.clustering.jgroups.subsystem.RemoteSiteConfigurationBuilderFactory",5,1,9
"org.jboss.as.clustering.jgroups.subsystem.RemoteSiteResourceDefinition",29,4,69
"org.jboss.as.clustering.jgroups.subsystem.RemoteSiteResourceDefinition.Attribute",6,n/a,12
"org.jboss.as.clustering.jgroups.subsystem.RemoteSiteResourceDefinition.DeprecatedAttribute",5,n/a,19
"org.jboss.as.clustering.jgroups.subsystem.StackOperation",5,n/a,30
"org.jboss.as.clustering.jgroups.subsystem.StackOperationExecutor",8,1,23
"org.jboss.as.clustering.jgroups.subsystem.StackProtocolResourceDefinition",16,5,26
"org.jboss.as.clustering.jgroups.subsystem.StackResourceDefinition",36,4,150
"org.jboss.as.clustering.jgroups.subsystem.StackServiceHandler",10,3,22
"org.jboss.as.clustering.jgroups.subsystem.ThreadPoolResourceDefinition",21,n/a,103
"org.jboss.as.clustering.jgroups.subsystem.TransportConfigurationBuilder",15,2,75
"org.jboss.as.clustering.jgroups.subsystem.TransportConfigurationBuilderFactory",6,1,11
"org.jboss.as.clustering.jgroups.subsystem.TransportResourceDefinition",55,5,159
"org.jboss.as.clustering.jgroups.subsystem.TransportResourceDefinition.Attribute",12,n/a,29
"org.jboss.as.clustering.jgroups.subsystem.TransportResourceDefinition.Capability",3,n/a,17
"org.jboss.as.clustering.jgroups.subsystem.TransportResourceDefinition.ThreadingAttribute",7,n/a,21
"org.jboss.as.clustering.jgroups.subsystem.XMLAttribute",16,n/a,55
"org.jboss.as.clustering.jgroups.subsystem.XMLElement",9,n/a,50
"org.jboss.as.clustering.msc.ServiceContainerHelper",23,1,122
"org.jboss.as.clustering.naming.BinderServiceBuilder",23,1,37
"org.jboss.as.clustering.naming.JndiNameFactory",13,1,20
"org.jboss.as.cmp.subsystem.AbstractKeyGeneratorAdd",2,2,5
"org.jboss.as.cmp.subsystem.AbstractKeyGeneratorRemove",2,2,5
"org.jboss.as.cmp.subsystem.AbstractKeyGeneratorResourceDefinition",7,2,24
"org.jboss.as.cmp.subsystem.Attribute",2,n/a,36
"org.jboss.as.cmp.subsystem.CMPSubsystemRootResourceDefinition",3,2,13
"org.jboss.as.cmp.subsystem.CmpExtension",10,2,46
"org.jboss.as.cmp.subsystem.CmpSubsystem10Parser",9,1,143
"org.jboss.as.cmp.subsystem.CmpSubsystem11Parser",8,2,83
"org.jboss.as.cmp.subsystem.CmpSubsystemAdd",1,3,6
"org.jboss.as.cmp.subsystem.CmpSubsystemModel",9,1,21
"org.jboss.as.cmp.subsystem.Element",2,n/a,44
"org.jboss.as.cmp.subsystem.HiLoKeyGeneratorAdd",2,3,11
"org.jboss.as.cmp.subsystem.HiLoKeyGeneratorRemove",2,3,8
"org.jboss.as.cmp.subsystem.HiLoKeyGeneratorResourceDefinition",7,3,78
"org.jboss.as.cmp.subsystem.Namespace",2,n/a,33
"org.jboss.as.cmp.subsystem.UUIDKeyGeneratorAdd",2,3,13
"org.jboss.as.cmp.subsystem.UUIDKeyGeneratorRemove",2,3,8
"org.jboss.as.cmp.subsystem.UUIDKeyGeneratorResourceDefinition",7,3,34
"org.jboss.as.configadmin.parser.ConfigAdminAdd",1,3,12
"org.jboss.as.configadmin.parser.ConfigAdminExtension",5,2,32
"org.jboss.as.configadmin.parser.ConfigAdminParser",7,1,71
"org.jboss.as.configadmin.parser.ConfigAdminRootResource",3,2,13
"org.jboss.as.configadmin.parser.ConfigurationAdd",1,2,13
"org.jboss.as.configadmin.parser.ConfigurationResource",8,2,33
"org.jboss.as.configadmin.parser.Namespace",3,n/a,43
"org.jboss.as.configadmin.parser.Namespace10.Attribute",1,n/a,33
"org.jboss.as.configadmin.parser.Namespace10.Element",2,n/a,31
"org.jboss.as.connector.ConnectorServices",1,2,10
"org.jboss.as.connector.annotations.repository.jandex.AnnotationImpl",2,1,136
"org.jboss.as.connector.annotations.repository.jandex.JandexAnnotationRepositoryImpl",4,1,62
"org.jboss.as.connector.deployers.Util",4,1,15
"org.jboss.as.connector.deployers.datasource.DataSourceDefinitionAnnotationProcessor",5,2,40
"org.jboss.as.connector.deployers.datasource.DataSourceDefinitionDescriptorProcessor",6,3,51
"org.jboss.as.connector.deployers.datasource.DataSourceDefinitionInjectionSource",25,3,382
"org.jboss.as.connector.deployers.datasource.DefaultDataSourceBindingProcessor",11,1,40
"org.jboss.as.connector.deployers.datasource.DefaultDataSourceResourceReferenceProcessor",4,1,21
"org.jboss.as.connector.deployers.datasource.DefaultDataSourceResourceReferenceProcessor.DatasourceResourceReferenceProcessor",5,1,12
"org.jboss.as.connector.deployers.ds.DsDeploymentActivator",6,1,14
"org.jboss.as.connector.deployers.ds.DsXmlParser",1,3,146
"org.jboss.as.connector.deployers.ds.processors.DriverProcessor",6,1,52
"org.jboss.as.connector.deployers.ds.processors.DsXmlDeploymentInstallProcessor",31,1,292
"org.jboss.as.connector.deployers.ds.processors.DsXmlDeploymentParsingProcessor",6,1,80
"org.jboss.as.connector.deployers.ds.processors.StructureDriverProcessor",2,1,24
"org.jboss.as.connector.deployers.ra.AdministeredObjectDefinitionAnnotationProcessor",5,2,33
"org.jboss.as.connector.deployers.ra.AdministeredObjectDefinitionDescriptorProcessor",6,3,37
"org.jboss.as.connector.deployers.ra.AdministeredObjectDefinitionInjectionSource",14,3,100
"org.jboss.as.connector.deployers.ra.ConnectionFactoryDefinitionAnnotationProcessor",5,2,41
"org.jboss.as.connector.deployers.ra.ConnectionFactoryDefinitionDescriptorProcessor",6,3,52
"org.jboss.as.connector.deployers.ra.ConnectionFactoryDefinitionInjectionSource",14,3,120
"org.jboss.as.connector.deployers.ra.RaDeploymentActivator",22,1,58
"org.jboss.as.connector.deployers.ra.processors.CachedConnectionManagerSetupProcessor",4,1,23
"org.jboss.as.connector.deployers.ra.processors.CachedConnectionManagerSetupProcessor.CachedConnectionManagerSetupAction",1,1,48
"org.jboss.as.connector.deployers.ra.processors.IronJacamarDeploymentParsingProcessor",5,1,64
"org.jboss.as.connector.deployers.ra.processors.ParsedRaDeploymentProcessor",15,1,116
"org.jboss.as.connector.deployers.ra.processors.RaDeploymentParsingProcessor",6,1,73
"org.jboss.as.connector.deployers.ra.processors.RaNativeProcessor",4,1,51
"org.jboss.as.connector.deployers.ra.processors.RaNativeProcessor.LibraryFilter",1,1,13
"org.jboss.as.connector.deployers.ra.processors.RaStructureProcessor",3,1,63
"org.jboss.as.connector.deployers.ra.processors.RaXmlDependencyProcessor",5,1,28
"org.jboss.as.connector.deployers.ra.processors.RaXmlDeploymentProcessor",7,1,70
"org.jboss.as.connector.deployers.ra.processors.RarDependencyProcessor",4,1,39
"org.jboss.as.connector.dynamicresource.ClearStatisticsHandler",5,1,27
"org.jboss.as.connector.dynamicresource.ClearWorkManagerStatisticsHandler",5,1,25
"org.jboss.as.connector.dynamicresource.StatisticsResourceDefinition",12,2,61
"org.jboss.as.connector.metadata.deployment.ResourceAdapterDeployment",12,1,44
"org.jboss.as.connector.metadata.xmldescriptors.ConnectorXmlDescriptor",11,1,52
"org.jboss.as.connector.metadata.xmldescriptors.IronJacamarXmlDescriptor",3,1,25
"org.jboss.as.connector.services.bootstrap.BootStrapContextService",4,1,64
"org.jboss.as.connector.services.bootstrap.NamedBootstrapContext",1,2,38
"org.jboss.as.connector.services.datasources.statistics.DataSourceStatisticsService",5,1,83
"org.jboss.as.connector.services.driver.DriverService",5,1,33
"org.jboss.as.connector.services.driver.InstalledDriver",8,1,186
"org.jboss.as.connector.services.driver.registry.DriverRegistryImpl",4,1,32
"org.jboss.as.connector.services.driver.registry.DriverRegistryService",5,1,26
"org.jboss.as.connector.services.dwm.PolicyService",0,1,23
"org.jboss.as.connector.services.jca.CachedConnectionManagerService",2,1,39
"org.jboss.as.connector.services.mdr.AS7MetadataRepositoryImpl",2,2,70
"org.jboss.as.connector.services.mdr.MdrService",5,1,24
"org.jboss.as.connector.services.rarepository.NonJTADataSourceRaRepositoryService",3,1,29
"org.jboss.as.connector.services.rarepository.RaRepositoryService",3,1,34
"org.jboss.as.connector.services.resourceadapters.AdminObjectReferenceFactoryService",5,1,25
"org.jboss.as.connector.services.resourceadapters.AdminObjectService",2,1,21
"org.jboss.as.connector.services.resourceadapters.ConnectionFactoryReferenceFactoryService",6,1,25
"org.jboss.as.connector.services.resourceadapters.ConnectionFactoryService",2,1,22
"org.jboss.as.connector.services.resourceadapters.DirectAdminObjectActivatorService",12,1,120
"org.jboss.as.connector.services.resourceadapters.DirectConnectionFactoryActivatorService",12,1,170
"org.jboss.as.connector.services.resourceadapters.IronJacamarActivationResourceService",17,1,183
"org.jboss.as.connector.services.resourceadapters.ResourceAdapterActivatorService",12,2,82
"org.jboss.as.connector.services.resourceadapters.ResourceAdapterActivatorService.ResourceAdapterActivator",4,3,99
"org.jboss.as.connector.services.resourceadapters.ResourceAdapterService",4,1,22
"org.jboss.as.connector.services.resourceadapters.deployment.AbstractResourceAdapterDeploymentService",24,1,223
"org.jboss.as.connector.services.resourceadapters.deployment.AbstractResourceAdapterDeploymentService.AbstractWildFlyRaDeployer",19,2,246
"org.jboss.as.connector.services.resourceadapters.deployment.InactiveResourceAdapterDeploymentService",5,1,30
"org.jboss.as.connector.services.resourceadapters.deployment.InactiveResourceAdapterDeploymentService.InactiveResourceAdapterDeployment",3,1,57
"org.jboss.as.connector.services.resourceadapters.deployment.JBossLogPrintWriter",2,3,260
"org.jboss.as.connector.services.resourceadapters.deployment.ResourceAdapterDeploymentService",14,2,131
"org.jboss.as.connector.services.resourceadapters.deployment.ResourceAdapterDeploymentService.WildFLyRaDeployer",4,3,74
"org.jboss.as.connector.services.resourceadapters.deployment.ResourceAdapterXmlDeploymentService",11,2,88
"org.jboss.as.connector.services.resourceadapters.deployment.ResourceAdapterXmlDeploymentService.WildFlyRaXmlDeployer",4,3,31
"org.jboss.as.connector.services.resourceadapters.deployment.registry.ResourceAdapterDeploymentRegistryImpl",4,1,40
"org.jboss.as.connector.services.resourceadapters.deployment.registry.ResourceAdapterDeploymentRegistryService",5,1,28
"org.jboss.as.connector.services.resourceadapters.repository.ManagementRepositoryService",2,1,20
"org.jboss.as.connector.services.resourceadapters.statistics.AdminObjectStatisticsService",7,1,67
"org.jboss.as.connector.services.resourceadapters.statistics.ConnectionDefinitionStatisticsService",7,1,88
"org.jboss.as.connector.services.resourceadapters.statistics.ResourceAdapterStatisticsService",7,1,59
"org.jboss.as.connector.services.transactionintegration.TransactionIntegrationService",3,1,44
"org.jboss.as.connector.services.workmanager.DistributedWorkManagerService",6,1,83
"org.jboss.as.connector.services.workmanager.NamedDistributedWorkManager",2,3,14
"org.jboss.as.connector.services.workmanager.NamedWorkManager",1,2,16
"org.jboss.as.connector.services.workmanager.WorkManagerService",4,1,70
"org.jboss.as.connector.services.workmanager.statistics.DistributedWorkManagerStatisticsService",7,1,64
"org.jboss.as.connector.services.workmanager.statistics.WorkManagerStatisticsService",8,1,60
"org.jboss.as.connector.services.workmanager.transport.ForkChannelTransport",2,3,24
"org.jboss.as.connector.subsystems.common.pool.Constants",18,1,136
"org.jboss.as.connector.subsystems.common.pool.PoolConfigurationRWHandler",3,1,9
"org.jboss.as.connector.subsystems.common.pool.PoolConfigurationRWHandler.LocalAndXaDataSourcePoolConfigurationWriteHandler",3,3,18
"org.jboss.as.connector.subsystems.common.pool.PoolConfigurationRWHandler.PoolConfigurationReadHandler",2,1,11
"org.jboss.as.connector.subsystems.common.pool.PoolConfigurationRWHandler.PoolConfigurationWriteHandler",5,2,62
"org.jboss.as.connector.subsystems.common.pool.PoolConfigurationRWHandler.RaPoolConfigurationWriteHandler",1,3,21
"org.jboss.as.connector.subsystems.common.pool.PoolMetrics",3,1,34
"org.jboss.as.connector.subsystems.common.pool.PoolMetrics.ParametrizedPoolMetricsHandler",5,1,36
"org.jboss.as.connector.subsystems.common.pool.PoolOperations",14,1,51
"org.jboss.as.connector.subsystems.common.pool.PoolOperations.DsPoolMatcher",7,1,15
"org.jboss.as.connector.subsystems.common.pool.PoolOperations.DumpQueuedThreadInPool",7,2,19
"org.jboss.as.connector.subsystems.common.pool.PoolOperations.FlushAllConnectionInPool",7,2,16
"org.jboss.as.connector.subsystems.common.pool.PoolOperations.FlushGracefullyConnectionInPool",7,2,16
"org.jboss.as.connector.subsystems.common.pool.PoolOperations.FlushIdleConnectionInPool",7,2,16
"org.jboss.as.connector.subsystems.common.pool.PoolOperations.FlushInvalidConnectionInPool",7,2,16
"org.jboss.as.connector.subsystems.common.pool.PoolOperations.RaPoolMatcher",7,1,18
"org.jboss.as.connector.subsystems.common.pool.PoolOperations.TestConnectionInPool",9,2,36
"org.jboss.as.connector.subsystems.common.pool.PoolStatisticsRuntimeAttributeReadHandler",3,1,29
"org.jboss.as.connector.subsystems.common.pool.PoolStatisticsRuntimeAttributeWriteHandler",1,1,22
"org.jboss.as.connector.subsystems.datasources.AbstractDataSourceAdd",30,2,233
"org.jboss.as.connector.subsystems.datasources.AbstractDataSourceService",15,1,177
"org.jboss.as.connector.subsystems.datasources.AbstractDataSourceService.AS7DataSourceDeployer",9,2,312
"org.jboss.as.connector.subsystems.datasources.AbstractDataSourceService.WildFlyXaMCF",1,3,6
"org.jboss.as.connector.subsystems.datasources.AbstractXMLDataSourceRuntimeHandler",5,2,78
"org.jboss.as.connector.subsystems.datasources.Attribute",0,n/a,40
"org.jboss.as.connector.subsystems.datasources.Capabilities",2,1,19
"org.jboss.as.connector.subsystems.datasources.CommonDeploymentService",5,1,24
"org.jboss.as.connector.subsystems.datasources.ConnectionPropertiesService",2,1,29
"org.jboss.as.connector.subsystems.datasources.ConnectionPropertyAdd",4,2,33
"org.jboss.as.connector.subsystems.datasources.ConnectionPropertyDefinition",5,2,31
"org.jboss.as.connector.subsystems.datasources.Constants",33,1,614
"org.jboss.as.connector.subsystems.datasources.DataSourceAdd",8,3,26
"org.jboss.as.connector.subsystems.datasources.DataSourceConfigService",4,1,27
"org.jboss.as.connector.subsystems.datasources.DataSourceDefinition",26,2,185
"org.jboss.as.connector.subsystems.datasources.DataSourceEnableDisable",4,1,24
"org.jboss.as.connector.subsystems.datasources.DataSourceModelNodeUtil",6,1,186
"org.jboss.as.connector.subsystems.datasources.DataSourceReferenceFactoryService",9,1,35
"org.jboss.as.connector.subsystems.datasources.DataSourcesExtension",17,1,40
"org.jboss.as.connector.subsystems.datasources.DataSourcesExtension.DataSourceSubsystemParser",8,1,392
"org.jboss.as.connector.subsystems.datasources.DataSourcesSubsystemAdd",6,3,23
"org.jboss.as.connector.subsystems.datasources.DataSourcesSubsystemProviders",5,1,29
"org.jboss.as.connector.subsystems.datasources.DataSourcesSubsystemRootDefinition",9,2,81
"org.jboss.as.connector.subsystems.datasources.DisableRequiredWriteAttributeHandler",1,2,20
"org.jboss.as.connector.subsystems.datasources.DsParser",7,2,"2,163"
"org.jboss.as.connector.subsystems.datasources.DsParser.Tag",1,n/a,52
"org.jboss.as.connector.subsystems.datasources.Element",1,n/a,33
"org.jboss.as.connector.subsystems.datasources.GetInstalledDriverOperationHandler",6,1,47
"org.jboss.as.connector.subsystems.datasources.InstalledDriversListOperationHandler",7,1,54
"org.jboss.as.connector.subsystems.datasources.JdbcDriverAdd",8,2,88
"org.jboss.as.connector.subsystems.datasources.JdbcDriverDefinition",5,2,43
"org.jboss.as.connector.subsystems.datasources.JdbcDriverRemove",4,2,52
"org.jboss.as.connector.subsystems.datasources.LocalDataSourceService",7,2,21
"org.jboss.as.connector.subsystems.datasources.ModifiableDataSource",7,2,359
"org.jboss.as.connector.subsystems.datasources.ModifiableXaDataSource",7,3,70
"org.jboss.as.connector.subsystems.datasources.Namespace",4,n/a,42
"org.jboss.as.connector.subsystems.datasources.Util",3,1,37
"org.jboss.as.connector.subsystems.datasources.WildFlyDataSource",3,1,91
"org.jboss.as.connector.subsystems.datasources.XADataSourceConfigService",4,1,26
"org.jboss.as.connector.subsystems.datasources.XMLDataSourceRuntimeHandler",7,3,352
"org.jboss.as.connector.subsystems.datasources.XMLXaDataSourceRuntimeHandler",7,3,459
